"","DivisionNm","CountNum","Surname","GivenNm","PartyAb","PartyNm","CalculationType","Votes"
"3606","Warringah",4,"MOYLAN","Susan","IND","Independent","Transfer Count",110
"3607","Warringah",4,"PALETTO","Emanuele Giulio","SPP","#Sustainable Australia","Preference Count",0
"3608","Warringah",4,"PALETTO","Emanuele Giulio","SPP","#Sustainable Australia","Transfer Count",-811
"3609","Warringah",4,"STEGGALL","Zali","IND","Independent","Preference Count",40387
"3610","Warringah",4,"STEGGALL","Zali","IND","Independent","Transfer Count",161
"3611","Warringah",4,"WRIGHTSON","Suellen Marree","UAPP","United Australia Party","Preference Count",0
"3612","Warringah",4,"WRIGHTSON","Suellen Marree","UAPP","United Australia Party","Transfer Count",0
"3613","Warringah",5,"ABBOTT","Anthony John","LP","Liberal Party of Australia, NSW Division","Preference Count",36925
"3614","Warringah",5,"ABBOTT","Anthony John","LP","Liberal Party of Australia, NSW Division","Transfer Count",193
"3615","Warringah",5,"BARNES","Heather","AJP","Animal Justice Party","Preference Count",1751
"3616","Warringah",5,"BARNES","Heather","AJP","Animal Justice Party","Transfer Count",190
"3617","Warringah",5,"BLAIKLOCK","Jason","CDP","Christian Democratic Party (Fred Nile Group)","Preference Count",0
"3618","Warringah",5,"BLAIKLOCK","Jason","CDP","Christian Democratic Party (Fred Nile Group)","Transfer Count",0
"3619","Warringah",5,"CLARE","Brian Francis Buckley","FACN","FRASER ANNING'S CONSERVATIVE NATIONAL PARTY","Preference Count",0
"3620","Warringah",5,"CLARE","Brian Francis Buckley","FACN","FRASER ANNING'S CONSERVATIVE NATIONAL PARTY","Transfer Count",0
"3621","Warringah",5,"GLANVILLE","Kristyn Maree","GRN","The Greens NSW","Preference Count",6144
"3622","Warringah",5,"GLANVILLE","Kristyn Maree","GRN","The Greens NSW","Transfer Count",254
"3623","Warringah",5,"HARRIS","Dean Richard","ALP","Australian Labor Party (N.S.W. Branch)","Preference Count",6412
"3624","Warringah",5,"HARRIS","Dean Richard","ALP","Australian Labor Party (N.S.W. Branch)","Transfer Count",171
"3625","Warringah",5,"MOYLAN","Susan","IND","Independent","Preference Count",0
"3626","Warringah",5,"MOYLAN","Susan","IND","Independent","Transfer Count",-1312
"3627","Warringah",5,"PALETTO","Emanuele Giulio","SPP","#Sustainable Australia","Preference Count",0
"3628","Warringah",5,"PALETTO","Emanuele Giulio","SPP","#Sustainable Australia","Transfer Count",0
"3629","Warringah",5,"STEGGALL","Zali","IND","Independent","Preference Count",40891
"3630","Warringah",5,"STEGGALL","Zali","IND","Independent","Transfer Count",504
"3631","Warringah",5,"WRIGHTSON","Suellen Marree","UAPP","United Australia Party","Preference Count",0
"3632","Warringah",5,"WRIGHTSON","Suellen Marree","UAPP","United Australia Party","Transfer Count",0
"3633","Warringah",6,"ABBOTT","Anthony John","LP","Liberal Party of Australia, NSW Division","Preference Count",37196
"3634","Warringah",6,"ABBOTT","Anthony John","LP","Liberal Party of Australia, NSW Division","Transfer Count",271
"3635","Warringah",6,"BARNES","Heather","AJP","Animal Justice Party","Preference Count",0
"3636","Warringah",6,"BARNES","Heather","AJP","Animal Justice Party","Transfer Count",-1751
"3637","Warringah",6,"BLAIKLOCK","Jason","CDP","Christian Democratic Party (Fred Nile Group)","Preference Count",0
"3638","Warringah",6,"BLAIKLOCK","Jason","CDP","Christian Democratic Party (Fred Nile Group)","Transfer Count",0
"3639","Warringah",6,"CLARE","Brian Francis Buckley","FACN","FRASER ANNING'S CONSERVATIVE NATIONAL PARTY","Preference Count",0
"3640","Warringah",6,"CLARE","Brian Francis Buckley","FACN","FRASER ANNING'S CONSERVATIVE NATIONAL PARTY","Transfer Count",0
"3641","Warringah",6,"GLANVILLE","Kristyn Maree","GRN","The Greens NSW","Preference Count",6765
"3642","Warringah",6,"GLANVILLE","Kristyn Maree","GRN","The Greens NSW","Transfer Count",621
"3643","Warringah",6,"HARRIS","Dean Richard","ALP","Australian Labor Party (N.S.W. Branch)","Preference Count",6840
"3644","Warringah",6,"HARRIS","Dean Richard","ALP","Australian Labor Party (N.S.W. Branch)","Transfer Count",428
"3645","Warringah",6,"MOYLAN","Susan","IND","Independent","Preference Count",0
"3646","Warringah",6,"MOYLAN","Susan","IND","Independent","Transfer Count",0
"3647","Warringah",6,"PALETTO","Emanuele Giulio","SPP","#Sustainable Australia","Preference Count",0
"3648","Warringah",6,"PALETTO","Emanuele Giulio","SPP","#Sustainable Australia","Transfer Count",0
"3649","Warringah",6,"STEGGALL","Zali","IND","Independent","Preference Count",41322
"3650","Warringah",6,"STEGGALL","Zali","IND","Independent","Transfer Count",431
"3651","Warringah",6,"WRIGHTSON","Suellen Marree","UAPP","United Australia Party","Preference Count",0
"3652","Warringah",6,"WRIGHTSON","Suellen Marree","UAPP","United Australia Party","Transfer Count",0
"3653","Warringah",7,"ABBOTT","Anthony John","LP","Liberal Party of Australia, NSW Division","Preference Count",37827
"3654","Warringah",7,"ABBOTT","Anthony John","LP","Liberal Party of Australia, NSW Division","Transfer Count",631
"3655","Warringah",7,"BARNES","Heather","AJP","Animal Justice Party","Preference Count",0
"3656","Warringah",7,"BARNES","Heather","AJP","Animal Justice Party","Transfer Count",0
"3657","Warringah",7,"BLAIKLOCK","Jason","CDP","Christian Democratic Party (Fred Nile Group)","Preference Count",0
"3658","Warringah",7,"BLAIKLOCK","Jason","CDP","Christian Democratic Party (Fred Nile Group)","Transfer Count",0
"3659","Warringah",7,"CLARE","Brian Francis Buckley","FACN","FRASER ANNING'S CONSERVATIVE NATIONAL PARTY","Preference Count",0
"3660","Warringah",7,"CLARE","Brian Francis Buckley","FACN","FRASER ANNING'S CONSERVATIVE NATIONAL PARTY","Transfer Count",0
"3661","Warringah",7,"GLANVILLE","Kristyn Maree","GRN","The Greens NSW","Preference Count",0
"3662","Warringah",7,"GLANVILLE","Kristyn Maree","GRN","The Greens NSW","Transfer Count",-6765
"3663","Warringah",7,"HARRIS","Dean Richard","ALP","Australian Labor Party (N.S.W. Branch)","Preference Count",8907
"3664","Warringah",7,"HARRIS","Dean Richard","ALP","Australian Labor Party (N.S.W. Branch)","Transfer Count",2067
"3665","Warringah",7,"MOYLAN","Susan","IND","Independent","Preference Count",0
"3666","Warringah",7,"MOYLAN","Susan","IND","Independent","Transfer Count",0
"3667","Warringah",7,"PALETTO","Emanuele Giulio","SPP","#Sustainable Australia","Preference Count",0
"3668","Warringah",7,"PALETTO","Emanuele Giulio","SPP","#Sustainable Australia","Transfer Count",0
"3669","Warringah",7,"STEGGALL","Zali","IND","Independent","Preference Count",45389
"3670","Warringah",7,"STEGGALL","Zali","IND","Independent","Transfer Count",4067
"3671","Warringah",7,"WRIGHTSON","Suellen Marree","UAPP","United Australia Party","Preference Count",0
"3672","Warringah",7,"WRIGHTSON","Suellen Marree","UAPP","United Australia Party","Transfer Count",0
"3673","Warringah",8,"ABBOTT","Anthony John","LP","Liberal Party of Australia, NSW Division","Preference Count",39395
"3674","Warringah",8,"ABBOTT","Anthony John","LP","Liberal Party of Australia, NSW Division","Transfer Count",1568
"3675","Warringah",8,"BARNES","Heather","AJP","Animal Justice Party","Preference Count",0
"3676","Warringah",8,"BARNES","Heather","AJP","Animal Justice Party","Transfer Count",0
"3677","Warringah",8,"BLAIKLOCK","Jason","CDP","Christian Democratic Party (Fred Nile Group)","Preference Count",0
"3678","Warringah",8,"BLAIKLOCK","Jason","CDP","Christian Democratic Party (Fred Nile Group)","Transfer Count",0
"3679","Warringah",8,"CLARE","Brian Francis Buckley","FACN","FRASER ANNING'S CONSERVATIVE NATIONAL PARTY","Preference Count",0
"3680","Warringah",8,"CLARE","Brian Francis Buckley","FACN","FRASER ANNING'S CONSERVATIVE NATIONAL PARTY","Transfer Count",0
"3681","Warringah",8,"GLANVILLE","Kristyn Maree","GRN","The Greens NSW","Preference Count",0
"3682","Warringah",8,"GLANVILLE","Kristyn Maree","GRN","The Greens NSW","Transfer Count",0
"3683","Warringah",8,"HARRIS","Dean Richard","ALP","Australian Labor Party (N.S.W. Branch)","Preference Count",0
"3684","Warringah",8,"HARRIS","Dean Richard","ALP","Australian Labor Party (N.S.W. Branch)","Transfer Count",-8907
"3685","Warringah",8,"MOYLAN","Susan","IND","Independent","Preference Count",0
"3686","Warringah",8,"MOYLAN","Susan","IND","Independent","Transfer Count",0
"3687","Warringah",8,"PALETTO","Emanuele Giulio","SPP","#Sustainable Australia","Preference Count",0
"3688","Warringah",8,"PALETTO","Emanuele Giulio","SPP","#Sustainable Australia","Transfer Count",0
"3689","Warringah",8,"STEGGALL","Zali","IND","Independent","Preference Count",52728
"3690","Warringah",8,"STEGGALL","Zali","IND","Independent","Transfer Count",7339
"3691","Warringah",8,"WRIGHTSON","Suellen Marree","UAPP","United Australia Party","Preference Count",0
"3692","Warringah",8,"WRIGHTSON","Suellen Marree","UAPP","United Australia Party","Transfer Count",0
"3693","Watson",0,"BURKE","Anthony Stephen","ALP","Australian Labor Party (N.S.W. Branch)","Preference Count",43550
"3694","Watson",0,"BURKE","Anthony Stephen","ALP","Australian Labor Party (N.S.W. Branch)","Transfer Count",0
"3695","Watson",0,"de BHALDRAITHE","Tomas Emmet","GRN","The Greens NSW","Preference Count",5982
"3696","Watson",0,"de BHALDRAITHE","Tomas Emmet","GRN","The Greens NSW","Transfer Count",0
"3697","Watson",0,"SCHUBERT","Karl","CDP","Christian Democratic Party (Fred Nile Group)","Preference Count",4522
"3698","Watson",0,"SCHUBERT","Karl","CDP","Christian Democratic Party (Fred Nile Group)","Transfer Count",0
"3699","Watson",0,"WRIGHTSON","Dean James","UAPP","United Australia Party","Preference Count",3549
"3700","Watson",0,"WRIGHTSON","Dean James","UAPP","United Australia Party","Transfer Count",0
"3701","Watson",0,"ZAMAN","Mohammad Shahe","LP","Liberal Party of Australia, NSW Division","Preference Count",24769
"3702","Watson",0,"ZAMAN","Mohammad Shahe","LP","Liberal Party of Australia, NSW Division","Transfer Count",0
"3703","Watson",0,"ZENG","Raymond Chao Xiong","FUT","Science Party","Preference Count",1878
"3704","Watson",0,"ZENG","Raymond Chao Xiong","FUT","Science Party","Transfer Count",0
"3705","Watson",1,"BURKE","Anthony Stephen","ALP","Australian Labor Party (N.S.W. Branch)","Preference Count",43981
"3706","Watson",1,"BURKE","Anthony Stephen","ALP","Australian Labor Party (N.S.W. Branch)","Transfer Count",431
"3707","Watson",1,"de BHALDRAITHE","Tomas Emmet","GRN","The Greens NSW","Preference Count",6695
"3708","Watson",1,"de BHALDRAITHE","Tomas Emmet","GRN","The Greens NSW","Transfer Count",713
"3709","Watson",1,"SCHUBERT","Karl","CDP","Christian Democratic Party (Fred Nile Group)","Preference Count",4806
"3710","Watson",1,"SCHUBERT","Karl","CDP","Christian Democratic Party (Fred Nile Group)","Transfer Count",284
"3711","Watson",1,"WRIGHTSON","Dean James","UAPP","United Australia Party","Preference Count",3757
"3712","Watson",1,"WRIGHTSON","Dean James","UAPP","United Australia Party","Transfer Count",208
"3713","Watson",1,"ZAMAN","Mohammad Shahe","LP","Liberal Party of Australia, NSW Division","Preference Count",25011
"3714","Watson",1,"ZAMAN","Mohammad Shahe","LP","Liberal Party of Australia, NSW Division","Transfer Count",242
"3715","Watson",1,"ZENG","Raymond Chao Xiong","FUT","Science Party","Preference Count",0
"3716","Watson",1,"ZENG","Raymond Chao Xiong","FUT","Science Party","Transfer Count",-1878
"3717","Watson",2,"BURKE","Anthony Stephen","ALP","Australian Labor Party (N.S.W. Branch)","Preference Count",44611
"3718","Watson",2,"BURKE","Anthony Stephen","ALP","Australian Labor Party (N.S.W. Branch)","Transfer Count",630
"3719","Watson",2,"de BHALDRAITHE","Tomas Emmet","GRN","The Greens NSW","Preference Count",7135
"3720","Watson",2,"de BHALDRAITHE","Tomas Emmet","GRN","The Greens NSW","Transfer Count",440
"3721","Watson",2,"SCHUBERT","Karl","CDP","Christian Democratic Party (Fred Nile Group)","Preference Count",6709
"3722","Watson",2,"SCHUBERT","Karl","CDP","Christian Democratic Party (Fred Nile Group)","Transfer Count",1903
"3723","Watson",2,"WRIGHTSON","Dean James","UAPP","United Australia Party","Preference Count",0
"3724","Watson",2,"WRIGHTSON","Dean James","UAPP","United Australia Party","Transfer Count",-3757
"3725","Watson",2,"ZAMAN","Mohammad Shahe","LP","Liberal Party of Australia, NSW Division","Preference Count",25795
"3726","Watson",2,"ZAMAN","Mohammad Shahe","LP","Liberal Party of Australia, NSW Division","Transfer Count",784
"3727","Watson",2,"ZENG","Raymond Chao Xiong","FUT","Science Party","Preference Count",0
"3728","Watson",2,"ZENG","Raymond Chao Xiong","FUT","Science Party","Transfer Count",0
"3729","Watson",3,"BURKE","Anthony Stephen","ALP","Australian Labor Party (N.S.W. Branch)","Preference Count",45817
"3730","Watson",3,"BURKE","Anthony Stephen","ALP","Australian Labor Party (N.S.W. Branch)","Transfer Count",1206
"3731","Watson",3,"de BHALDRAITHE","Tomas Emmet","GRN","The Greens NSW","Preference Count",9252
"3732","Watson",3,"de BHALDRAITHE","Tomas Emmet","GRN","The Greens NSW","Transfer Count",2117
"3733","Watson",3,"SCHUBERT","Karl","CDP","Christian Democratic Party (Fred Nile Group)","Preference Count",0
"3734","Watson",3,"SCHUBERT","Karl","CDP","Christian Democratic Party (Fred Nile Group)","Transfer Count",-6709
"3735","Watson",3,"WRIGHTSON","Dean James","UAPP","United Australia Party","Preference Count",0
"3736","Watson",3,"WRIGHTSON","Dean James","UAPP","United Australia Party","Transfer Count",0
"3737","Watson",3,"ZAMAN","Mohammad Shahe","LP","Liberal Party of Australia, NSW Division","Preference Count",29181
"3738","Watson",3,"ZAMAN","Mohammad Shahe","LP","Liberal Party of Australia, NSW Division","Transfer Count",3386
"3739","Watson",3,"ZENG","Raymond Chao Xiong","FUT","Science Party","Preference Count",0
"3740","Watson",3,"ZENG","Raymond Chao Xiong","FUT","Science Party","Transfer Count",0
"3741","Watson",4,"BURKE","Anthony Stephen","ALP","Australian Labor Party (N.S.W. Branch)","Preference Count",53518
"3742","Watson",4,"BURKE","Anthony Stephen","ALP","Australian Labor Party (N.S.W. Branch)","Transfer Count",7701
"3743","Watson",4,"de BHALDRAITHE","Tomas Emmet","GRN","The Greens NSW","Preference Count",0
"3744","Watson",4,"de BHALDRAITHE","Tomas Emmet","GRN","The Greens NSW","Transfer Count",-9252
"3745","Watson",4,"SCHUBERT","Karl","CDP","Christian Democratic Party (Fred Nile Group)","Preference Count",0
"3746","Watson",4,"SCHUBERT","Karl","CDP","Christian Democratic Party (Fred Nile Group)","Transfer Count",0
"3747","Watson",4,"WRIGHTSON","Dean James","UAPP","United Australia Party","Preference Count",0
"3748","Watson",4,"WRIGHTSON","Dean James","UAPP","United Australia Party","Transfer Count",0
"3749","Watson",4,"ZAMAN","Mohammad Shahe","LP","Liberal Party of Australia, NSW Division","Preference Count",30732
"3750","Watson",4,"ZAMAN","Mohammad Shahe","LP","Liberal Party of Australia, NSW Division","Transfer Count",1551
"3751","Watson",4,"ZENG","Raymond Chao Xiong","FUT","Science Party","Preference Count",0
"3752","Watson",4,"ZENG","Raymond Chao Xiong","FUT","Science Party","Transfer Count",0
"3753","Wentworth",0,"BLOOMFIELD","Michael John","UAPP","United Australia Party","Preference Count",625
"3754","Wentworth",0,"BLOOMFIELD","Michael John","UAPP","United Australia Party","Transfer Count",0
"3755","Wentworth",0,"DRAKE-BROCKMAN","Matthew Paul","IND","Independent","Preference Count",516
"3756","Wentworth",0,"DRAKE-BROCKMAN","Matthew Paul","IND","Independent","Transfer Count",0
"3757","Wentworth",0,"KANAK","Dominic Wy","GRN","The Greens NSW","Preference Count",6759
"3758","Wentworth",0,"KANAK","Dominic Wy","GRN","The Greens NSW","Transfer Count",0
"3759","Wentworth",0,"MURRAY","Timothy Patrick","ALP","Australian Labor Party (N.S.W. Branch)","Preference Count",9824
"3760","Wentworth",0,"MURRAY","Timothy Patrick","ALP","Australian Labor Party (N.S.W. Branch)","Transfer Count",0
"3761","Wentworth",0,"PHELPS","Kerryn Lyndel","IND","Independent","Preference Count",29109
"3762","Wentworth",0,"PHELPS","Kerryn Lyndel","IND","Independent","Transfer Count",0
"3763","Wentworth",0,"SHARMA","Devanand Noel","LP","Liberal Party of Australia, NSW Division","Preference Count",42575
"3764","Wentworth",0,"SHARMA","Devanand Noel","LP","Liberal Party of Australia, NSW Division","Transfer Count",0
"3765","Wentworth",0,"TREACY","Paul Dominic","CDP","Christian Democratic Party (Fred Nile Group)","Preference Count",346
"3766","Wentworth",0,"TREACY","Paul Dominic","CDP","Christian Democratic Party (Fred Nile Group)","Transfer Count",0
"3767","Wentworth",1,"BLOOMFIELD","Michael John","UAPP","United Australia Party","Preference Count",712
"3768","Wentworth",1,"BLOOMFIELD","Michael John","UAPP","United Australia Party","Transfer Count",87
"3769","Wentworth",1,"DRAKE-BROCKMAN","Matthew Paul","IND","Independent","Preference Count",547
"3770","Wentworth",1,"DRAKE-BROCKMAN","Matthew Paul","IND","Independent","Transfer Count",31
"3771","Wentworth",1,"KANAK","Dominic Wy","GRN","The Greens NSW","Preference Count",6781
"3772","Wentworth",1,"KANAK","Dominic Wy","GRN","The Greens NSW","Transfer Count",22
"3773","Wentworth",1,"MURRAY","Timothy Patrick","ALP","Australian Labor Party (N.S.W. Branch)","Preference Count",9851
"3774","Wentworth",1,"MURRAY","Timothy Patrick","ALP","Australian Labor Party (N.S.W. Branch)","Transfer Count",27
"3775","Wentworth",1,"PHELPS","Kerryn Lyndel","IND","Independent","Preference Count",29131
"3776","Wentworth",1,"PHELPS","Kerryn Lyndel","IND","Independent","Transfer Count",22
"3777","Wentworth",1,"SHARMA","Devanand Noel","LP","Liberal Party of Australia, NSW Division","Preference Count",42732
"3778","Wentworth",1,"SHARMA","Devanand Noel","LP","Liberal Party of Australia, NSW Division","Transfer Count",157
"3779","Wentworth",1,"TREACY","Paul Dominic","CDP","Christian Democratic Party (Fred Nile Group)","Preference Count",0
"3780","Wentworth",1,"TREACY","Paul Dominic","CDP","Christian Democratic Party (Fred Nile Group)","Transfer Count",-346
"3781","Wentworth",2,"BLOOMFIELD","Michael John","UAPP","United Australia Party","Preference Count",771
"3782","Wentworth",2,"BLOOMFIELD","Michael John","UAPP","United Australia Party","Transfer Count",59
"3783","Wentworth",2,"DRAKE-BROCKMAN","Matthew Paul","IND","Independent","Preference Count",0
"3784","Wentworth",2,"DRAKE-BROCKMAN","Matthew Paul","IND","Independent","Transfer Count",-547
"3785","Wentworth",2,"KANAK","Dominic Wy","GRN","The Greens NSW","Preference Count",6855
"3786","Wentworth",2,"KANAK","Dominic Wy","GRN","The Greens NSW","Transfer Count",74
"3787","Wentworth",2,"MURRAY","Timothy Patrick","ALP","Australian Labor Party (N.S.W. Branch)","Preference Count",10036
"3788","Wentworth",2,"MURRAY","Timothy Patrick","ALP","Australian Labor Party (N.S.W. Branch)","Transfer Count",185
"3789","Wentworth",2,"PHELPS","Kerryn Lyndel","IND","Independent","Preference Count",29296
"3790","Wentworth",2,"PHELPS","Kerryn Lyndel","IND","Independent","Transfer Count",165
"3791","Wentworth",2,"SHARMA","Devanand Noel","LP","Liberal Party of Australia, NSW Division","Preference Count",42796
"3792","Wentworth",2,"SHARMA","Devanand Noel","LP","Liberal Party of Australia, NSW Division","Transfer Count",64
"3793","Wentworth",2,"TREACY","Paul Dominic","CDP","Christian Democratic Party (Fred Nile Group)","Preference Count",0
"3794","Wentworth",2,"TREACY","Paul Dominic","CDP","Christian Democratic Party (Fred Nile Group)","Transfer Count",0
"3795","Wentworth",3,"BLOOMFIELD","Michael John","UAPP","United Australia Party","Preference Count",0
"3796","Wentworth",3,"BLOOMFIELD","Michael John","UAPP","United Australia Party","Transfer Count",-771
"3797","Wentworth",3,"DRAKE-BROCKMAN","Matthew Paul","IND","Independent","Preference Count",0
"3798","Wentworth",3,"DRAKE-BROCKMAN","Matthew Paul","IND","Independent","Transfer Count",0
"3799","Wentworth",3,"KANAK","Dominic Wy","GRN","The Greens NSW","Preference Count",6935
"3800","Wentworth",3,"KANAK","Dominic Wy","GRN","The Greens NSW","Transfer Count",80
"3801","Wentworth",3,"MURRAY","Timothy Patrick","ALP","Australian Labor Party (N.S.W. Branch)","Preference Count",10144
"3802","Wentworth",3,"MURRAY","Timothy Patrick","ALP","Australian Labor Party (N.S.W. Branch)","Transfer Count",108
"3803","Wentworth",3,"PHELPS","Kerryn Lyndel","IND","Independent","Preference Count",29461
"3804","Wentworth",3,"PHELPS","Kerryn Lyndel","IND","Independent","Transfer Count",165
"3805","Wentworth",3,"SHARMA","Devanand Noel","LP","Liberal Party of Australia, NSW Division","Preference Count",43214
"3806","Wentworth",3,"SHARMA","Devanand Noel","LP","Liberal Party of Australia, NSW Division","Transfer Count",418
"3807","Wentworth",3,"TREACY","Paul Dominic","CDP","Christian Democratic Party (Fred Nile Group)","Preference Count",0
"3808","Wentworth",3,"TREACY","Paul Dominic","CDP","Christian Democratic Party (Fred Nile Group)","Transfer Count",0
"3809","Wentworth",4,"BLOOMFIELD","Michael John","UAPP","United Australia Party","Preference Count",0
"3810","Wentworth",4,"BLOOMFIELD","Michael John","UAPP","United Australia Party","Transfer Count",0
"3811","Wentworth",4,"DRAKE-BROCKMAN","Matthew Paul","IND","Independent","Preference Count",0
"3812","Wentworth",4,"DRAKE-BROCKMAN","Matthew Paul","IND","Independent","Transfer Count",0
"3813","Wentworth",4,"KANAK","Dominic Wy","GRN","The Greens NSW","Preference Count",0
"3814","Wentworth",4,"KANAK","Dominic Wy","GRN","The Greens NSW","Transfer Count",-6935
"3815","Wentworth",4,"MURRAY","Timothy Patrick","ALP","Australian Labor Party (N.S.W. Branch)","Preference Count",12443
"3816","Wentworth",4,"MURRAY","Timothy Patrick","ALP","Australian Labor Party (N.S.W. Branch)","Transfer Count",2299
"3817","Wentworth",4,"PHELPS","Kerryn Lyndel","IND","Independent","Preference Count",33531
"3818","Wentworth",4,"PHELPS","Kerryn Lyndel","IND","Independent","Transfer Count",4070
"3819","Wentworth",4,"SHARMA","Devanand Noel","LP","Liberal Party of Australia, NSW Division","Preference Count",43780
"3820","Wentworth",4,"SHARMA","Devanand Noel","LP","Liberal Party of Australia, NSW Division","Transfer Count",566
"3821","Wentworth",4,"TREACY","Paul Dominic","CDP","Christian Democratic Party (Fred Nile Group)","Preference Count",0
"3822","Wentworth",4,"TREACY","Paul Dominic","CDP","Christian Democratic Party (Fred Nile Group)","Transfer Count",0
"3823","Wentworth",5,"BLOOMFIELD","Michael John","UAPP","United Australia Party","Preference Count",0
"3824","Wentworth",5,"BLOOMFIELD","Michael John","UAPP","United Australia Party","Transfer Count",0
"3825","Wentworth",5,"DRAKE-BROCKMAN","Matthew Paul","IND","Independent","Preference Count",0
"3826","Wentworth",5,"DRAKE-BROCKMAN","Matthew Paul","IND","Independent","Transfer Count",0
"3827","Wentworth",5,"KANAK","Dominic Wy","GRN","The Greens NSW","Preference Count",0
"3828","Wentworth",5,"KANAK","Dominic Wy","GRN","The Greens NSW","Transfer Count",0
"3829","Wentworth",5,"MURRAY","Timothy Patrick","ALP","Australian Labor Party (N.S.W. Branch)","Preference Count",0
"3830","Wentworth",5,"MURRAY","Timothy Patrick","ALP","Australian Labor Party (N.S.W. Branch)","Transfer Count",-12443
"3831","Wentworth",5,"PHELPS","Kerryn Lyndel","IND","Independent","Preference Count",43704
"3832","Wentworth",5,"PHELPS","Kerryn Lyndel","IND","Independent","Transfer Count",10173
"3833","Wentworth",5,"SHARMA","Devanand Noel","LP","Liberal Party of Australia, NSW Division","Preference Count",46050
"3834","Wentworth",5,"SHARMA","Devanand Noel","LP","Liberal Party of Australia, NSW Division","Transfer Count",2270
"3835","Wentworth",5,"TREACY","Paul Dominic","CDP","Christian Democratic Party (Fred Nile Group)","Preference Count",0
"3836","Wentworth",5,"TREACY","Paul Dominic","CDP","Christian Democratic Party (Fred Nile Group)","Transfer Count",0
"3837","Werriwa",0,"MILLER","Shayne","LP","Liberal Party of Australia, NSW Division","Preference Count",33234
"3838","Werriwa",0,"MILLER","Shayne","LP","Liberal Party of Australia, NSW Division","Transfer Count",0
"3839","Werriwa",0,"STANLEY","Anne Maree","ALP","Australian Labor Party (N.S.W. Branch)","Preference Count",45002
"3840","Werriwa",0,"STANLEY","Anne Maree","ALP","Australian Labor Party (N.S.W. Branch)","Transfer Count",0
"3841","Werriwa",0,"STOREY","Narelle Beth","CDP","Christian Democratic Party (Fred Nile Group)","Preference Count",4841
"3842","Werriwa",0,"STOREY","Narelle Beth","CDP","Christian Democratic Party (Fred Nile Group)","Transfer Count",0
"3843","Werriwa",0,"TSIRIPLIS","Ignatios","UAPP","United Australia Party","Preference Count",3957
"3844","Werriwa",0,"TSIRIPLIS","Ignatios","UAPP","United Australia Party","Transfer Count",0
"3845","Werriwa",0,"WESTERBERG","Signe Louise","GRN","The Greens NSW","Preference Count",5060
"3846","Werriwa",0,"WESTERBERG","Signe Louise","GRN","The Greens NSW","Transfer Count",0
"3847","Werriwa",0,"WHITE","Michael Paul","IND","Independent","Preference Count",2135
"3848","Werriwa",0,"WHITE","Michael Paul","IND","Independent","Transfer Count",0
"3849","Werriwa",1,"MILLER","Shayne","LP","Liberal Party of Australia, NSW Division","Preference Count",33618
"3850","Werriwa",1,"MILLER","Shayne","LP","Liberal Party of Australia, NSW Division","Transfer Count",384
"3851","Werriwa",1,"STANLEY","Anne Maree","ALP","Australian Labor Party (N.S.W. Branch)","Preference Count",45439
"3852","Werriwa",1,"STANLEY","Anne Maree","ALP","Australian Labor Party (N.S.W. Branch)","Transfer Count",437
"3853","Werriwa",1,"STOREY","Narelle Beth","CDP","Christian Democratic Party (Fred Nile Group)","Preference Count",5144
"3854","Werriwa",1,"STOREY","Narelle Beth","CDP","Christian Democratic Party (Fred Nile Group)","Transfer Count",303
"3855","Werriwa",1,"TSIRIPLIS","Ignatios","UAPP","United Australia Party","Preference Count",4500
"3856","Werriwa",1,"TSIRIPLIS","Ignatios","UAPP","United Australia Party","Transfer Count",543
"3857","Werriwa",1,"WESTERBERG","Signe Louise","GRN","The Greens NSW","Preference Count",5528
"3858","Werriwa",1,"WESTERBERG","Signe Louise","GRN","The Greens NSW","Transfer Count",468
"3859","Werriwa",1,"WHITE","Michael Paul","IND","Independent","Preference Count",0
"3860","Werriwa",1,"WHITE","Michael Paul","IND","Independent","Transfer Count",-2135
"3861","Werriwa",2,"MILLER","Shayne","LP","Liberal Party of Australia, NSW Division","Preference Count",35213
"3862","Werriwa",2,"MILLER","Shayne","LP","Liberal Party of Australia, NSW Division","Transfer Count",1595
"3863","Werriwa",2,"STANLEY","Anne Maree","ALP","Australian Labor Party (N.S.W. Branch)","Preference Count",46698
"3864","Werriwa",2,"STANLEY","Anne Maree","ALP","Australian Labor Party (N.S.W. Branch)","Transfer Count",1259
"3865","Werriwa",2,"STOREY","Narelle Beth","CDP","Christian Democratic Party (Fred Nile Group)","Preference Count",6032
"3866","Werriwa",2,"STOREY","Narelle Beth","CDP","Christian Democratic Party (Fred Nile Group)","Transfer Count",888
"3867","Werriwa",2,"TSIRIPLIS","Ignatios","UAPP","United Australia Party","Preference Count",0
"3868","Werriwa",2,"TSIRIPLIS","Ignatios","UAPP","United Australia Party","Transfer Count",-4500
"3869","Werriwa",2,"WESTERBERG","Signe Louise","GRN","The Greens NSW","Preference Count",6286
"3870","Werriwa",2,"WESTERBERG","Signe Louise","GRN","The Greens NSW","Transfer Count",758
"3871","Werriwa",2,"WHITE","Michael Paul","IND","Independent","Preference Count",0
"3872","Werriwa",2,"WHITE","Michael Paul","IND","Independent","Transfer Count",0
"3873","Werriwa",3,"MILLER","Shayne","LP","Liberal Party of Australia, NSW Division","Preference Count",39240
